"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2052","48 years","Both sexes","Method - M3","Number","74984"
"Population Projections based on Census 2022","2052","49 years","Both sexes","Method - M1","Number","93106"
"Population Projections based on Census 2022","2052","49 years","Both sexes","Method - M2","Number","84544"
"Population Projections based on Census 2022","2052","49 years","Both sexes","Method - M3","Number","73755"
"Population Projections based on Census 2022","2052","50 years","Both sexes","Method - M1","Number","92194"
"Population Projections based on Census 2022","2052","50 years","Both sexes","Method - M2","Number","83893"
"Population Projections based on Census 2022","2052","50 years","Both sexes","Method - M3","Number","73506"
"Population Projections based on Census 2022","2052","51 years","Both sexes","Method - M1","Number","89893"
"Population Projections based on Census 2022","2052","51 years","Both sexes","Method - M2","Number","81851"
"Population Projections based on Census 2022","2052","51 years","Both sexes","Method - M3","Number","71889"
"Population Projections based on Census 2022","2052","52 years","Both sexes","Method - M1","Number","90986"
"Population Projections based on Census 2022","2052","52 years","Both sexes","Method - M2","Number","83198"
"Population Projections based on Census 2022","2052","52 years","Both sexes","Method - M3","Number","73649"
"Population Projections based on Census 2022","2052","53 years","Both sexes","Method - M1","Number","89752"
"Population Projections based on Census 2022","2052","53 years","Both sexes","Method - M2","Number","82217"
"Population Projections based on Census 2022","2052","53 years","Both sexes","Method - M3","Number","73131"
"Population Projections based on Census 2022","2052","54 years","Both sexes","Method - M1","Number","88384"
"Population Projections based on Census 2022","2052","54 years","Both sexes","Method - M2","Number","81152"
"Population Projections based on Census 2022","2052","54 years","Both sexes","Method - M3","Number","72444"
"Population Projections based on Census 2022","2052","55 years","Both sexes","Method - M1","Number","86754"
"Population Projections based on Census 2022","2052","55 years","Both sexes","Method - M2","Number","79830"
"Population Projections based on Census 2022","2052","55 years","Both sexes","Method - M3","Number","71504"
"Population Projections based on Census 2022","2052","56 years","Both sexes","Method - M1","Number","84147"
"Population Projections based on Census 2022","2052","56 years","Both sexes","Method - M2","Number","77530"
"Population Projections based on Census 2022","2052","56 years","Both sexes","Method - M3","Number","69604"
"Population Projections based on Census 2022","2052","57 years","Both sexes","Method - M1","Number","83329"
"Population Projections based on Census 2022","2052","57 years","Both sexes","Method - M2","Number","77018"
"Population Projections based on Census 2022","2052","57 years","Both sexes","Method - M3","Number","69507"
"Population Projections based on Census 2022","2052","58 years","Both sexes","Method - M1","Number","81956"
"Population Projections based on Census 2022","2052","58 years","Both sexes","Method - M2","Number","75951"
"Population Projections based on Census 2022","2052","58 years","Both sexes","Method - M3","Number","68859"
"Population Projections based on Census 2022","2052","59 years","Both sexes","Method - M1","Number","82878"
"Population Projections based on Census 2022","2052","59 years","Both sexes","Method - M2","Number","77175"
"Population Projections based on Census 2022","2052","59 years","Both sexes","Method - M3","Number","70504"
"Population Projections based on Census 2022","2052","60 years","Both sexes","Method - M1","Number","84899"
"Population Projections based on Census 2022","2052","60 years","Both sexes","Method - M2","Number","79499"
"Population Projections based on Census 2022","2052","60 years","Both sexes","Method - M3","Number","73245"
"Population Projections based on Census 2022","2052","61 years","Both sexes","Method - M1","Number","85437"
"Population Projections based on Census 2022","2052","61 years","Both sexes","Method - M2","Number","80344"
"Population Projections based on Census 2022","2052","61 years","Both sexes","Method - M3","Number","74506"
"Population Projections based on Census 2022","2052","62 years","Both sexes","Method - M1","Number","85159"
"Population Projections based on Census 2022","2052","62 years","Both sexes","Method - M2","Number","80370"
"Population Projections based on Census 2022","2052","62 years","Both sexes","Method - M3","Number","74959"
"Population Projections based on Census 2022","2052","63 years","Both sexes","Method - M1","Number","83682"
"Population Projections based on Census 2022","2052","63 years","Both sexes","Method - M2","Number","79195"
"Population Projections based on Census 2022","2052","63 years","Both sexes","Method - M3","Number","74195"
"Population Projections based on Census 2022","2052","64 years","Both sexes","Method - M1","Number","85443"
"Population Projections based on Census 2022","2052","64 years","Both sexes","Method - M2","Number","81261"
"Population Projections based on Census 2022","2052","64 years","Both sexes","Method - M3","Number","76670"
"Population Projections based on Census 2022","2052","65 years","Both sexes","Method - M1","Number","87590"
"Population Projections based on Census 2022","2052","65 years","Both sexes","Method - M2","Number","83747"
"Population Projections based on Census 2022","2052","65 years","Both sexes","Method - M3","Number","79594"
"Population Projections based on Census 2022","2052","66 years","Both sexes","Method - M1","Number","87635"
"Population Projections based on Census 2022","2052","66 years","Both sexes","Method - M2","Number","84051"
"Population Projections based on Census 2022","2052","66 years","Both sexes","Method - M3","Number","80278"
"Population Projections based on Census 2022","2052","67 years","Both sexes","Method - M1","Number","87043"
"Population Projections based on Census 2022","2052","67 years","Both sexes","Method - M2","Number","83714"
"Population Projections based on Census 2022","2052","67 years","Both sexes","Method - M3","Number","80314"
"Population Projections based on Census 2022","2052","68 years","Both sexes","Method - M1","Number","88209"
"Population Projections based on Census 2022","2052","68 years","Both sexes","Method - M2","Number","85139"
"Population Projections based on Census 2022","2052","68 years","Both sexes","Method - M3","Number","82017"
"Population Projections based on Census 2022","2052","69 years","Both sexes","Method - M1","Number","89231"
"Population Projections based on Census 2022","2052","69 years","Both sexes","Method - M2","Number","86407"
"Population Projections based on Census 2022","2052","69 years","Both sexes","Method - M3","Number","83553"
"Population Projections based on Census 2022","2052","70 years","Both sexes","Method - M1","Number","90243"
